
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (14:15:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:15:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:16:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:17:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:18:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:19:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (14:20:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
